date,AH1N12009
2009-10-11T15:00:00.000Z,91
2009-10-11T15:00:00.000Z,3
2009-10-11T15:00:00.000Z,0
2009-10-11T15:00:00.000Z,131
2009-10-18T15:00:00.000Z,0
2009-10-18T15:00:00.000Z,34
2009-10-18T15:00:00.000Z,1
2009-10-18T15:00:00.000Z,1
2009-10-18T15:00:00.000Z,13
2009-10-18T15:00:00.000Z,55
2009-10-18T15:00:00.000Z,1
2009-10-18T15:00:00.000Z,0
2009-10-18T15:00:00.000Z,89
2009-10-18T15:00:00.000Z,145
2009-10-25T15:00:00.000Z,0
2009-10-25T15:00:00.000Z,4
2009-10-25T15:00:00.000Z,0
2009-10-25T15:00:00.000Z,0
2009-10-25T15:00:00.000Z,25
2009-10-25T15:00:00.000Z,60
2009-10-25T15:00:00.000Z,0
2009-10-25T15:00:00.000Z,83
2009-10-25T15:00:00.000Z,157
2009-11-01T15:00:00.000Z,0
2009-11-01T15:00:00.000Z,6
2009-11-01T15:00:00.000Z,5
2009-11-01T15:00:00.000Z,3
2009-11-01T15:00:00.000Z,0
2009-11-01T15:00:00.000Z,33
2009-11-01T15:00:00.000Z,62
2009-11-01T15:00:00.000Z,0
2009-11-01T15:00:00.000Z,123
2009-11-08T15:00:00.000Z,0
2009-11-08T15:00:00.000Z,13
2009-11-08T15:00:00.000Z,9
2009-11-08T15:00:00.000Z,13
2009-11-08T15:00:00.000Z,17
2009-11-08T15:00:00.000Z,81
2009-11-08T15:00:00.000Z,80
2009-11-08T15:00:00.000Z,0
2009-11-08T15:00:00.000Z,0
2009-11-15T15:00:00.000Z,1
2009-11-15T15:00:00.000Z,0
2009-11-15T15:00:00.000Z,4
2009-11-15T15:00:00.000Z,54
2009-11-15T15:00:00.000Z,53
2009-11-15T15:00:00.000Z,0
2009-11-15T15:00:00.000Z,0
2009-11-15T15:00:00.000Z,91
2009-11-15T15:00:00.000Z,16
2009-11-22T15:00:00.000Z,0
2009-11-22T15:00:00.000Z,0
2009-11-22T15:00:00.000Z,15
2009-11-22T15:00:00.000Z,4
2009-11-22T15:00:00.000Z,0
2009-11-22T15:00:00.000Z,21
2009-11-22T15:00:00.000Z,68
2009-11-22T15:00:00.000Z,9
2009-11-22T15:00:00.000Z,93
2009-11-29T15:00:00.000Z,0
2009-11-29T15:00:00.000Z,0
2009-11-29T15:00:00.000Z,0
2009-11-29T15:00:00.000Z,15
2009-11-29T15:00:00.000Z,2
2009-11-29T15:00:00.000Z,61
2009-11-29T15:00:00.000Z,0
2009-11-29T15:00:00.000Z,78
2009-11-29T15:00:00.000Z,70
2009-12-06T15:00:00.000Z,0
2009-12-06T15:00:00.000Z,0
2009-12-06T15:00:00.000Z,0
2009-12-06T15:00:00.000Z,11
2009-12-06T15:00:00.000Z,47
2009-12-06T15:00:00.000Z,0
2009-12-06T15:00:00.000Z,0
2009-12-06T15:00:00.000Z,25
2009-12-06T15:00:00.000Z,0
2009-12-06T15:00:00.000Z,0
2009-12-13T15:00:00.000Z,0
2009-12-13T15:00:00.000Z,0
2009-12-13T15:00:00.000Z,0
2009-12-13T15:00:00.000Z,14
2009-12-13T15:00:00.000Z,29
2009-12-13T15:00:00.000Z,0
2009-12-13T15:00:00.000Z,1
2009-12-13T15:00:00.000Z,0
2009-12-13T15:00:00.000Z,0
2009-12-13T15:00:00.000Z,93
2009-12-20T15:00:00.000Z,0
2009-12-20T15:00:00.000Z,0
2009-12-20T15:00:00.000Z,22
2009-12-20T15:00:00.000Z,0
2009-12-20T15:00:00.000Z,0
2009-12-20T15:00:00.000Z,32
2009-12-20T15:00:00.000Z,0
2009-12-20T15:00:00.000Z,0
2009-12-20T15:00:00.000Z,49
2009-12-27T15:00:00.000Z,0
2009-12-27T15:00:00.000Z,0
2009-12-27T15:00:00.000Z,0
2009-12-27T15:00:00.000Z,0
2009-12-27T15:00:00.000Z,1
2009-12-27T15:00:00.000Z,6
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,1
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,1
2010-01-03T15:00:00.000Z,1
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,11
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,15
2010-01-03T15:00:00.000Z,7
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,0
2010-01-03T15:00:00.000Z,2
2010-01-03T15:00:00.000Z,2
2010-01-03T15:00:00.000Z,37
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,2
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,1
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,4
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,5
2010-01-10T15:00:00.000Z,16
2010-01-10T15:00:00.000Z,0
2010-01-10T15:00:00.000Z,1
2010-01-10T15:00:00.000Z,1
2010-01-10T15:00:00.000Z,16
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,7
2010-01-17T15:00:00.000Z,2
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,3
2010-01-17T15:00:00.000Z,4
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,13
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,0
2010-01-17T15:00:00.000Z,1
2010-01-17T15:00:00.000Z,1
2010-01-17T15:00:00.000Z,4
2010-01-17T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,1
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,1
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,3
2010-01-24T15:00:00.000Z,5
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,7
2010-01-24T15:00:00.000Z,0
2010-01-24T15:00:00.000Z,4
2010-01-24T15:00:00.000Z,2
2010-01-24T15:00:00.000Z,1
2010-01-24T15:00:00.000Z,5
2010-01-31T15:00:00.000Z,0
2010-01-31T15:00:00.000Z,4
2010-01-31T15:00:00.000Z,0
2010-01-31T15:00:00.000Z,3
2010-01-31T15:00:00.000Z,3
2010-01-31T15:00:00.000Z,1
2010-01-31T15:00:00.000Z,4
2010-01-31T15:00:00.000Z,7
2010-01-31T15:00:00.000Z,0
2010-01-31T15:00:00.000Z,0
2010-01-31T15:00:00.000Z,0
2010-01-31T15:00:00.000Z,0
2010-01-31T15:00:00.000Z,0
2010-01-31T15:00:00.000Z,0
2010-01-31T15:00:00.000Z,4
2010-01-31T15:00:00.000Z,3
2010-01-31T15:00:00.000Z,5
2010-01-31T15:00:00.000Z,0
2010-01-31T15:00:00.000Z,16
2010-02-07T15:00:00.000Z,0
2010-02-07T15:00:00.000Z,2
2010-02-07T15:00:00.000Z,3
2010-02-07T15:00:00.000Z,1
2010-02-07T15:00:00.000Z,0
2010-02-07T15:00:00.000Z,3
2010-02-07T15:00:00.000Z,6
2010-02-07T15:00:00.000Z,5
2010-02-07T15:00:00.000Z,6
2010-02-07T15:00:00.000Z,0
2010-02-07T15:00:00.000Z,0
2010-02-07T15:00:00.000Z,0
2010-02-07T15:00:00.000Z,2
2010-02-07T15:00:00.000Z,0
2010-02-07T15:00:00.000Z,4
2010-02-07T15:00:00.000Z,1
2010-02-07T15:00:00.000Z,0
2010-02-07T15:00:00.000Z,3
2010-02-07T15:00:00.000Z,102
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,1
2010-02-14T15:00:00.000Z,6
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,4
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,8
2010-02-14T15:00:00.000Z,9
2010-02-14T15:00:00.000Z,1
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,5
2010-02-14T15:00:00.000Z,1
2010-02-14T15:00:00.000Z,0
2010-02-14T15:00:00.000Z,81
2010-02-21T15:00:00.000Z,0
2010-02-21T15:00:00.000Z,0
2010-02-21T15:00:00.000Z,0
2010-02-21T15:00:00.000Z,1
2010-02-21T15:00:00.000Z,0
2010-02-21T15:00:00.000Z,6
2010-02-21T15:00:00.000Z,1
2010-02-21T15:00:00.000Z,0
2010-02-21T15:00:00.000Z,4
2010-02-21T15:00:00.000Z,0
2010-02-21T15:00:00.000Z,13
2010-02-21T15:00:00.000Z,10
2010-02-21T15:00:00.000Z,1
2010-02-21T15:00:00.000Z,0
2010-02-21T15:00:00.000Z,6
2010-02-21T15:00:00.000Z,15
2010-02-21T15:00:00.000Z,2
2010-02-21T15:00:00.000Z,5
2010-02-21T15:00:00.000Z,97
2010-02-28T15:00:00.000Z,0
2010-02-28T15:00:00.000Z,0
2010-02-28T15:00:00.000Z,1
2010-02-28T15:00:00.000Z,0
2010-02-28T15:00:00.000Z,0
2010-02-28T15:00:00.000Z,0
2010-02-28T15:00:00.000Z,0
2010-02-28T15:00:00.000Z,2
2010-02-28T15:00:00.000Z,0
2010-02-28T15:00:00.000Z,0
2010-02-28T15:00:00.000Z,8
2010-02-28T15:00:00.000Z,6
2010-02-28T15:00:00.000Z,0
2010-02-28T15:00:00.000Z,16
2010-02-28T15:00:00.000Z,7
2010-02-28T15:00:00.000Z,20
2010-02-28T15:00:00.000Z,2
2010-02-28T15:00:00.000Z,44
2010-02-28T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,2
2010-03-07T15:00:00.000Z,2
2010-03-07T15:00:00.000Z,2
2010-03-07T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,5
2010-03-07T15:00:00.000Z,0
2010-03-07T15:00:00.000Z,9
2010-03-07T15:00:00.000Z,23
2010-03-07T15:00:00.000Z,6
2010-03-07T15:00:00.000Z,13
2010-03-07T15:00:00.000Z,15
2010-03-07T15:00:00.000Z,0
2010-03-14T15:00:00.000Z,0
2010-03-14T15:00:00.000Z,0
2010-03-14T15:00:00.000Z,1
2010-03-14T15:00:00.000Z,0
2010-03-14T15:00:00.000Z,2
2010-03-14T15:00:00.000Z,2
2010-03-14T15:00:00.000Z,0
2010-03-14T15:00:00.000Z,1
2010-03-14T15:00:00.000Z,3
2010-03-14T15:00:00.000Z,0
2010-03-14T15:00:00.000Z,5
2010-03-14T15:00:00.000Z,0
2010-03-14T15:00:00.000Z,10
2010-03-14T15:00:00.000Z,10
2010-03-14T15:00:00.000Z,4
2010-03-14T15:00:00.000Z,26
2010-03-14T15:00:00.000Z,3
2010-03-14T15:00:00.000Z,0
2010-03-14T15:00:00.000Z,61
2010-03-21T15:00:00.000Z,0
2010-03-21T15:00:00.000Z,0
2010-03-21T15:00:00.000Z,0
2010-03-21T15:00:00.000Z,0
2010-03-21T15:00:00.000Z,0
2010-03-21T15:00:00.000Z,1
2010-03-21T15:00:00.000Z,5
2010-03-21T15:00:00.000Z,4
2010-03-21T15:00:00.000Z,0
2010-03-21T15:00:00.000Z,1
2010-03-21T15:00:00.000Z,6
2010-03-21T15:00:00.000Z,4
2010-03-21T15:00:00.000Z,1
2010-03-21T15:00:00.000Z,20
2010-03-21T15:00:00.000Z,18
2010-03-21T15:00:00.000Z,0
2010-03-21T15:00:00.000Z,24
2010-03-21T15:00:00.000Z,125
2010-03-28T15:00:00.000Z,0
2010-03-28T15:00:00.000Z,0
2010-03-28T15:00:00.000Z,0
2010-03-28T15:00:00.000Z,3
2010-03-28T15:00:00.000Z,1
2010-03-28T15:00:00.000Z,0
2010-03-28T15:00:00.000Z,0
2010-03-28T15:00:00.000Z,0
2010-03-28T15:00:00.000Z,9
2010-03-28T15:00:00.000Z,4
2010-03-28T15:00:00.000Z,2
2010-03-28T15:00:00.000Z,3
2010-03-28T15:00:00.000Z,1
2010-03-28T15:00:00.000Z,1
2010-03-28T15:00:00.000Z,1
2010-03-28T15:00:00.000Z,0
2010-03-28T15:00:00.000Z,0
2010-03-28T15:00:00.000Z,0
2010-03-28T15:00:00.000Z,194
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,1
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,4
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,4
2010-04-04T15:00:00.000Z,1
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,3
2010-04-04T15:00:00.000Z,3
2010-04-04T15:00:00.000Z,1
2010-04-04T15:00:00.000Z,0
2010-04-04T15:00:00.000Z,14
2010-04-04T15:00:00.000Z,116
2010-04-11T15:00:00.000Z,1
2010-04-11T15:00:00.000Z,2
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,1
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,8
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,2
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,0
2010-04-11T15:00:00.000Z,3
2010-04-11T15:00:00.000Z,79
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,1
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,0
2010-04-18T15:00:00.000Z,6
